source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status
osm,shop=outdoor,4,0.00014087483271113616,psic,rev5,,,exact,,,category,outdoor shop,,,73102|73101|4642|46429|56303,"Billboard and outdoor advertising activities || Activities of advertising agency, except billboard and outdoor advertising activities || Wholesale of household, office and shop furniture, carpets and lighting equipment || Wholesale of household, office and shop furniture, carpets and lighting equipment, n.e.c. || Activities of tea shops",0.346883|0.243807|0.183667|0.181266|0.088729,0.346883,retrieval:candidates,REVIEW_CANDIDATES
osm,office=ngo,4,0.00014087483271113616,psic,rev5,,,exact,,,category,ngo office,,,82|821|8210|82109|22205,"Office Administrative, Office Support and Other Business Support Activities || Office administrative and support activities || Office administrative and support activities || Office administrative and support activities, n.e.c. || Manufacture of office or school supplies made of plastic",0.418467|0.367613|0.367613|0.358242|0.293952,0.418467,retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=health_post,4,0.00014087483271113616,psic,rev5,,,exact,,,category,health post amenity,,,86|869|8699|86999|65401,"Human Health Activities || Other human health activities || Other human health activities n.e.c. || All other human health activities, n.e.c. || Pre-need plan for health",0.388059|0.356164|0.344348|0.306878|0.288692,0.388059,retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=payment_terminal,4,0.00014087483271113616,psic,rev5,,,exact,,,category,payment terminal amenity,,,52211|52212|66192|78|01622,"Operation of terminal facilities such as bus terminals, jeepney terminals and tricycle terminals || Operation of freight terminal facilities for trucking companies || Activities of non-bank electronic money issuers and operators of payment systems || Employment Activities || Egg-hatching, sex determination and other poultry service activities",0.256822|0.233660|0.203575|0.057866|0.057442,0.256822,retrieval:candidates,REVIEW_CANDIDATES
osm,industrial=warehouse,4,0.00014087483271113616,psic,rev5,,,exact,,,category,warehouse industrial,,,74103|46592|46791|332|33200,Industrial design activities || Wholesale of industrial machinery and equipment || Wholesale of industrial chemical products || Installation of industrial machinery and equipment || Installation of industrial machinery and equipment,0.467873|0.406559|0.401623|0.373627|0.373627,0.467873,retrieval:candidates,REVIEW_CANDIDATES
overture,parking,4,0.00014087483271113616,psic,rev5,,,exact,,,category,parking,,,52213|9321|93210|55300|5530,"Operation of parking lot and facilities || Activities of amusement parks and theme parks || Activities of amusement parks and theme parks || Camping grounds, recreational vehicle parks and trailer parks || Camping grounds, recreational vehicle parks and trailer parks",0.454511|0.095170|0.095170|0.078689|0.078689,0.454511,retrieval:candidates,REVIEW_CANDIDATES
overture,airport_lounge,4,0.00014087483271113616,psic,rev5,,,exact,,,category,airport lounge,,,49427|56301|51|511|5110,"Operation of airport shuttles || Operation of nightclubs, bars and cocktail lounges || Air Transport || Passenger air transport || Passenger air transport",0.438273|0.107600|0.073023|0.057563|0.057563,0.438273,retrieval:candidates,REVIEW_CANDIDATES
overture,farmers_market,4,0.00014087483271113616,psic,rev5,,,exact,,,category,farmers market,,,7320|732|73200|73|14104,"Market research and public opinion polling activities || Market research and public opinion polling activities || Market research and public opinion polling activities || Activities of Advertising, Market Research, and Public Relations || Manufacture of ready-to-wear mass-market apparel",0.297761|0.297761|0.297761|0.284793|0.243443,0.297761,retrieval:candidates,REVIEW_CANDIDATES
overture,storage_facility,4,0.00014087483271113616,psic,rev5,,,exact,,,category,storage facility,,,H|521|5210|52109|27203,"Transportation and Storage || Warehousing and storage || Warehousing and storage || Warehousing and storage, n.e.c. || Manufacture of battery energy storage system",0.482019|0.460157|0.460157|0.421010|0.317758,0.482019,retrieval:candidates,REVIEW_CANDIDATES
overture,cocktail_bar,4,0.00014087483271113616,psic,rev5,,,exact,,,category,cocktail bar,,,56301|96212|4721|47|47761,"Operation of nightclubs, bars and cocktail lounges || Barber activities || Retail sale of food || Retail Trade || Retail sale of pet",0.388648|0.047452|0.046694|0.046223|0.045895,0.388648,retrieval:candidates,REVIEW_CANDIDATES
overture,commercial_real_estate,4,0.00014087483271113616,psic,rev5,,,exact,,,category,commercial real estate,,,M|68|6821|68210|682,Real Estate Activities || Real Estate Activities || Intermediation service activities for real estate || Intermediation service activities for real estate || Real estate activities on a fee or contract basis,0.693802|0.693802|0.506746|0.506746|0.412262,0.693802,retrieval:candidates,REVIEW_CANDIDATES
overture,ramen_restaurant,4,0.00014087483271113616,psic,rev5,,,exact,,,category,ramen restaurant,,,56102|56103|561|5610|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.404108|0.214786|0.205059|0.205059|0.193699,0.404108,retrieval:candidates,REVIEW_CANDIDATES
overture,badminton_court,4,0.00014087483271113616,psic,rev5,,,exact,,,category,badminton court,,,93112|84117|532|5320|53,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball || Administration of constitutional bodies and oversight functions, excluding courts || Courier activities || Courier activities || Postal and Courier Activities",0.312763|0.075348|0.067785|0.067785|0.053996,0.312763,retrieval:candidates,REVIEW_CANDIDATES
overture,doner_kebab_restaurant,4,0.00014087483271113616,psic,rev5,,,exact,,,category,doner kebab restaurant,,,56102|56103|5610|561|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.396454|0.207728|0.198320|0.198320|0.187334,0.396454,retrieval:candidates,REVIEW_CANDIDATES
overture,music_and_dvd_store,4,0.00014087483271113616,psic,rev5,,,exact,,,category,music and dvd store,,,47692|59200|5920|592|18201,Retail sale of music and video recordings in physical media || Sound recording and music publishing activities || Sound recording and music publishing activities || Sound recording and music publishing activities || Reproduction of sound or music recordings from master copies,0.355486|0.261516|0.261516|0.261516|0.188595,0.355486,retrieval:candidates,REVIEW_CANDIDATES
overture,sushi_restaurant,4,0.00014087483271113616,psic,rev5,,,exact,,,category,sushi restaurant,,,56102|56103|5610|561|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.417842|0.227452|0.217150|0.217150|0.205121,0.417842,retrieval:candidates,REVIEW_CANDIDATES
overture,gastropub,4,0.00014087483271113616,psic,rev5,,,exact,,,category,gastropub,,,96903|0125|01259|352|35200,"Astrological and spiritualists' activities || Growing of other tropical and subtropical fruits || Growing of other tropical and subtropical fruits, n.e.c. || Manufacture of gas; distribution of gaseous fuels through mains || Manufacture of gas; distribution of gaseous fuels through mains",0.077026|0.058722|0.056566|0.050479|0.050479,0.077026,retrieval:candidates,REVIEW_CANDIDATES
overture,theatre_venue,4,0.00014087483271113616,psic,rev5,,,exact,,,category,theatre venue,,,16211|01114|43222|64992|28150,"Manufacture of veneer sheets || Growing of sorghum and wheat || Heating systems installation || Venture capital corporation operation || Manufacture of ovens, furnaces and permanent household heating equipment",0.059331|0.043540|0.043173|0.043073|0.042294,0.059331,retrieval:candidates,REVIEW_CANDIDATES
overture,lodge,4,0.00014087483271113616,psic,rev5,,,exact,,,category,lodge,,,022|0220|02209|37000|3700,"Logging || Logging || Logging, n.e.c. || Sewerage || Sewerage",0.048362|0.048362|0.040853|0.040585|0.040585,0.048362,retrieval:candidates,REVIEW_CANDIDATES
overture,fish_farm,4,0.00014087483271113616,psic,rev5,,,exact,,,category,fish farm,,,28211|01615|01623|46208|10202,Manufacture of farm tractors || Rental of farm machinery with operators || Farm management services for animal production || Wholesale of fish and other seafood || Drying of fish and other marine products,0.401319|0.302175|0.296971|0.237699|0.216764,0.401319,retrieval:candidates,REVIEW_CANDIDATES
overture,american_restaurant,4,0.00014087483271113616,psic,rev5,,,exact,,,category,american restaurant,,,56102|56103|561|5610|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.397544|0.208733|0.199279|0.199279|0.188240,0.397544,retrieval:candidates,REVIEW_CANDIDATES
overture,industrial_company,4,0.00014087483271113616,psic,rev5,,,exact,,,category,industrial company,,,64953|64952|74103|64951|46592,Financing company operation || Lending company operation || Industrial design activities || Credit card company operation || Wholesale of industrial machinery and equipment,0.392607|0.387350|0.383315|0.339596|0.334458,0.392607,retrieval:candidates,REVIEW_CANDIDATES
overture,fabric_store,4,0.00014087483271113616,psic,rev5,,,exact,,,category,fabric store,,,47511|46411|13991|2599|3311,"Retail sale of textiles and fabrics || Wholesale of textiles and fabrics || Manufacture of narrow fabrics, laces, tulles and other net fabrics || Manufacture of other fabricated metal products n.e.c. || Repair and maintenance of fabricated metal products",0.148164|0.147253|0.144508|0.140601|0.122623,0.148164,retrieval:candidates,REVIEW_CANDIDATES
overture,geographic_entities,4,0.00014087483271113616,psic,rev5,,,exact,,,category,geographic entities,,,643|742|7420|74209|74104,"Activities of trusts, funds and similar financial entities || Photographic activities || Photographic activities || Photographic activities, n.e.c. || Graphic design activities",0.308320|0.188147|0.188147|0.168077|0.157811,0.308320,retrieval:candidates,REVIEW_CANDIDATES
overture,emissions_inspection,4,0.00014087483271113616,psic,rev5,,,exact,,,category,emissions inspection,,,71201|35131|3513|351|22192,"Emission testing activities || Electric power transmission activities || Electric power transmission and distribution activities || Electric power generation, transmission and distribution activities || Manufacture of rubber conveyor or transmission belts or belting",0.242019|0.120188|0.107962|0.100050|0.078402,0.242019,retrieval:candidates,REVIEW_CANDIDATES
overture,electric_utility_provider,4,0.00014087483271113616,psic,rev5,,,exact,,,category,electric utility provider,,,422|4220|42209|49425|35132,"Construction of utility projects || Construction of utility projects || Construction of utility projects, n.e.c. || Utility vehicle express operations || Electric power distribution activities",0.358665|0.358665|0.348513|0.306154|0.232517,0.358665,retrieval:candidates,REVIEW_CANDIDATES
overture,nature_reserve,4,0.00014087483271113616,psic,rev5,,,exact,,,category,nature reserve,,,91420|9142|914|062|06200,Nature reserve activities || Nature reserve activities || Botanical and zoological garden and nature reserve activities || Extraction of natural gas || Extraction of natural gas,0.883615|0.883615|0.495605|0.099138|0.099138,0.883615,retrieval:candidates,REVIEW_CANDIDATES
overture,urban_farm,4,0.00014087483271113616,psic,rev5,,,exact,,,category,urban farm,,,28211|4941|49419|49411|01615,"Manufacture of farm tractors || Urban and suburban passenger land transport || Urban and suburban passenger land transport, n.e.c. || Operation of urban and suburban railway transport || Rental of farm machinery with operators",0.353014|0.335836|0.325892|0.321088|0.264811,0.353014,retrieval:candidates,REVIEW_CANDIDATES
overture,hobby_shop,4,0.00014087483271113616,psic,rev5,,,exact,,,category,hobby shop,,,4642|46429|56303|64960|6496,"Wholesale of household, office and shop furniture, carpets and lighting equipment || Wholesale of household, office and shop furniture, carpets and lighting equipment, n.e.c. || Activities of tea shops || Pawnshop operations || Pawnshop operations",0.285307|0.280982|0.152782|0.133490|0.133490,0.285307,retrieval:candidates,REVIEW_CANDIDATES
overture,dry_cleaning,4,0.00014087483271113616,psic,rev5,,,exact,,,category,dry cleaning,,,812|8129|81299|20232|28263,"Cleaning activities || Other cleaning activities || Other cleaning activities, n.e.c. || Manufacture of other cleaning products || Manufacture of commercial washing, laundry, centrifugal clothes driers, dry-cleaning and pressing machines",0.478347|0.418371|0.381771|0.362724|0.317920,0.478347,retrieval:candidates,REVIEW_CANDIDATES
overture,commercial_refrigeration,4,0.00014087483271113616,psic,rev5,,,exact,,,category,commercial refrigeration,,,64122|28192|46591|26517|49433,"Commercial banking || Manufacture of refrigerating or freezing equipment for commercial purposes || Wholesale of commercial machinery and equipment || Manufacture of automatic controls and regulators for heating, air-conditioning, refrigeration and household appliances || Refrigerated transport services operation",0.385701|0.338766|0.297815|0.231262|0.218788,0.385701,retrieval:candidates,REVIEW_CANDIDATES
overture,luggage_store,4,0.00014087483271113616,psic,rev5,,,exact,,,category,luggage store,,,15121|1512|151|H|52103,"Manufacture of luggage, handbags and wallets of leather and imitation leather || Manufacture of luggage, handbags and the like, saddlery and harness of any material || Tanning, dyeing, dressing of leather and fur; manufacture of luggage, handbags, saddlery and harness || Transportation and Storage || Operation of cold storages, refrigerated warehouses or cool stores",0.278355|0.253953|0.234925|0.077907|0.071078,0.278355,retrieval:candidates,REVIEW_CANDIDATES
overture,aquatic_pet_store,4,0.00014087483271113616,psic,rev5,,,exact,,,category,aquatic pet store,,,4776|47761|96902|47762|10205,Retail sale of pet and pet supplies || Retail sale of pet || Pet care services || Retail sale of pet supplies || Production of fish meals or unprepared animal feeds from fish and other aquatic animals,0.326323|0.321245|0.276191|0.253287|0.223842,0.326323,retrieval:candidates,REVIEW_CANDIDATES
overture,gun_and_ammo_store,4,0.00014087483271113616,psic,rev5,,,exact,,,category,gun and ammo store,,,H|521|5210|52109|25200,"Transportation and Storage || Warehousing and storage || Warehousing and storage || Warehousing and storage, n.e.c. || Manufacture of weapons and ammunition",0.154728|0.145905|0.145905|0.139118|0.118922,0.154728,retrieval:candidates,REVIEW_CANDIDATES
overture,motorsports_store,4,0.00014087483271113616,psic,rev5,,,exact,,,category,motorsports store,,,931|9319|3230|323|93199,"Sports activities || Other sports activities || Manufacture of sports goods || Manufacture of sports goods || Other sports activities, n.e.c.",0.148953|0.134379|0.118697|0.118697|0.110751,0.148953,retrieval:candidates,REVIEW_CANDIDATES
overture,fitness_trainer,4,0.00014087483271113616,psic,rev5,,,exact,,,category,fitness trainer,SUBTREE,93111,93111|32303|85592|8299|82990,"Operation of fitness centers || Manufacture of gymnasium, fitness center or athletic equipment || Non-formal instruction and training service activities || Other business support service activities n.e.c. || Other business support service activities n.e.c.",0.499729|0.313305|0.059062|0.048088|0.048088,0.499729,retrieval:strong_separated_hit,REVIEW_REQUIRED
overture,service_apartment,4,0.00014087483271113616,psic,rev5,,,exact,,,category,service apartment,SUBTREE,55104,55104|T|96|56290|5629,Operation of apartment hotels || Other Service Activities || Personal Service Activities || Other food service activities || Other food service activities,0.515882|0.223197|0.189365|0.186572|0.186572,0.515882,retrieval:strong_separated_hit,REVIEW_REQUIRED
overture,charity_organization,4,0.00014087483271113616,psic,rev5,,,exact,,,category,charity organization,,,823|82300|8230|93295|94920,Organization of conventions and trade shows || Organization of conventions and trade shows || Organization of conventions and trade shows || Operation of audiovisual equipment and special effects associated with the organization of live amusement and recreation events || Activities of political organizations,0.368241|0.368241|0.368241|0.218508|0.196807,0.368241,retrieval:candidates,REVIEW_CANDIDATES
overture,political_organization,4,0.00014087483271113616,psic,rev5,,,exact,,,category,political organization,,,94920|9492|8230|823|82300,Activities of political organizations || Activities of political organizations || Organization of conventions and trade shows || Organization of conventions and trade shows || Organization of conventions and trade shows,0.587374|0.587374|0.286480|0.286480|0.286480,0.587374,retrieval:candidates,REVIEW_CANDIDATES
overture,agricultural_cooperative,4,0.00014087483271113616,psic,rev5,,,exact,,,category,agricultural cooperative,SUBTREE,64125,64125|2821|46530|4653|28219,"Cooperative banking || Manufacture of agricultural and forestry machinery || Wholesale of agricultural machinery, equipment and supplies || Wholesale of agricultural machinery, equipment and supplies || Manufacture of agricultural and forestry machinery and equipment, n.e.c.",0.512082|0.317168|0.290323|0.290323|0.277776,0.512082,retrieval:strong_separated_hit,REVIEW_REQUIRED
overture,passport_and_visa_service,4,0.00014087483271113616,psic,rev5,,,exact,,,category,passport and visa service,,,T|96|09|56290|5629,Other Service Activities || Personal Service Activities || Mining Support Service Activities || Other food service activities || Other food service activities,0.359964|0.316018|0.304401|0.300362|0.300362,0.359964,retrieval:candidates,REVIEW_CANDIDATES
overture,youth_organization,4,0.00014087483271113616,psic,rev5,,,exact,,,category,youth organization,,,823|8230|82300|93295|94920,Organization of conventions and trade shows || Organization of conventions and trade shows || Organization of conventions and trade shows || Operation of audiovisual equipment and special effects associated with the organization of live amusement and recreation events || Activities of political organizations,0.399974|0.399974|0.399974|0.242145|0.233496,0.399974,retrieval:candidates,REVIEW_CANDIDATES
overture,real_estate_investment,4,0.00014087483271113616,psic,rev5,,,exact,,,category,real estate investment,,,68|M|68210|6821|682,Real Estate Activities || Real Estate Activities || Intermediation service activities for real estate || Intermediation service activities for real estate || Real estate activities on a fee or contract basis,0.662283|0.662283|0.485778|0.485778|0.391837,0.662283,retrieval:candidates,REVIEW_CANDIDATES
overture,train_station,4,0.00014087483271113616,psic,rev5,,,exact,,,category,train station,,,11055|3514|35141|35149|52101,"Operation of water purifying and refilling station || Operation of charging facilities and stations || Operation of charging stations for electric vehicles || Operation of charging facilities and stations, n.e.c. || Operation of grain warehouses",0.306035|0.113963|0.108276|0.106585|0.094853,0.306035,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Transport Hub > Airport],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Travel and Transportation Transport Hub Airport,,,51|522|5229|50|H,Air Transport || Support activities for transportation || Other support activities for transportation || Water Transport || Transportation and Storage,0.358039|0.347759|0.323489|0.322800|0.317716,0.358039,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Spiritual Center > Shrine],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Community and Government Spiritual Center Shrine,,,84113|84112|86223|64121|842,"Public administration, local government || Public administration, regional government || Private dialysis center activities || Universal banking, including specialized government banking || Provision of services to the community as a whole",0.258038|0.254255|0.208042|0.202488|0.198603,0.258038,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Health and Medicine],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Health and Medicine,,,R|86|869|8699|86999,"Human Health and Social Work Activities || Human Health Activities || Other human health activities || Other human health activities n.e.c. || All other human health activities, n.e.c.",0.460376|0.356244|0.327796|0.316259|0.282256,0.460376,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Health and Beauty Service > Skin Care Clinic],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Business and Professional Services Health and Beauty Service Skin Care Clinic,,,96220|9622|941|829|96902,"Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Activities of business, employers and professional membership organizations || Business support service activities n.e.c. || Pet care services",0.304628|0.304628|0.302496|0.254028|0.242582,0.304628,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Market, Retail > Flea Market]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Retail Market, Retail Flea Market",,,732|73200|7320|73|47,"Market research and public opinion polling activities || Market research and public opinion polling activities || Market research and public opinion polling activities || Activities of Advertising, Market Research, and Public Relations || Retail Trade",0.289346|0.289346|0.289346|0.276729|0.241066,0.289346,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Middle Eastern Restaurant > Persian Restaurant],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Middle Eastern Restaurant Persian Restaurant,,,56102|56103|5610|561|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.380750|0.203812|0.202405|0.202405|0.191465,0.380750,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Trailer Park],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Community and Government Trailer Park,,,84113|84112|64121|842|55300,"Public administration, local government || Public administration, regional government || Universal banking, including specialized government banking || Provision of services to the community as a whole || Camping grounds, recreational vehicle parks and trailer parks",0.284443|0.279775|0.220422|0.219068|0.196847,0.284443,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Sports and Recreation > Gym and Studio > Gym, Sports and Recreation > Gym and Studio]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Sports and Recreation Gym and Studio Gym, Sports and Recreation Gym and Studio",,,85510|8551|S|93|932,"Sports and recreation education || Sports and recreation education || Arts, Sports and Recreation || Sports Activities and Amusement And Recreation Activities || Amusement and recreation activities",0.714629|0.714629|0.696356|0.451375|0.405603,0.714629,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Transport Hub > Airport > Airport Terminal],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Travel and Transportation Transport Hub Airport Airport Terminal,,,49427|51|522|50|5229,Operation of airport shuttles || Air Transport || Support activities for transportation || Water Transport || Other support activities for transportation,0.371083|0.285293|0.262742|0.247512|0.245117,0.371083,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Distillery],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Dining and Drinking Distillery,,,11054|23102|1101|11019|11051,"Manufacture of bottled drinking water || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Distilling, rectifying and blending of spirits || Distilling, rectifying and blending of spirits, n.e.c. || Manufacture of sports and energy drink",0.389141|0.217175|0.103683|0.100353|0.090354,0.389141,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > Lake],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Landmarks and Outdoors Lake,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED
fsq,[Health and Medicine > Healthcare Clinic],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Health and Medicine Healthcare Clinic,,,R|86|869|8699|86999,"Human Health and Social Work Activities || Human Health Activities || Other human health activities || Other human health activities n.e.c. || All other human health activities, n.e.c.",0.409155|0.332375|0.307225|0.295309|0.264245,0.409155,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > Sculpture Garden],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Landmarks and Outdoors Sculpture Garden,,,91410|9141|95222|9522|914,Botanical and zoological garden activities || Botanical and zoological garden activities || Repair and maintenance of home and garden equipment || Repair and maintenance of household appliances and home and garden equipment || Botanical and zoological garden and nature reserve activities,0.309937|0.309937|0.304026|0.255146|0.254294,0.309937,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Food and Beverage Service > Food Distribution Center],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Business and Professional Services Food and Beverage Service Food Distribution Center,SUBTREE,56,56|5640|564|56400|4631,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Wholesale of food and beverages,0.620283|0.451525|0.451525|0.451525|0.291327,0.620283,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,[Travel and Transportation > Border Crossing],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Travel and Transportation Border Crossing,,,79110|7911|7990|799|522,Travel agency activities || Travel agency activities || Other travel related activities || Other travel related activities || Support activities for transportation,0.360624|0.360624|0.343176|0.343176|0.342242,0.360624,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Business and Professional Services > Photography Service > Photography Lab, Business and Professional Services > Photography Service > Photography Studio, Retail > Print Store]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Business and Professional Services Photography Service Photography Lab, Business and Professional Services Photography Service Photography Studio, Retail Print Store",,,941|74201|829|8299|82990,"Activities of business, employers and professional membership organizations || Activities of photo studios such as portrait photography and photograph and film processing || Business support service activities n.e.c. || Other business support service activities n.e.c. || Other business support service activities n.e.c.",0.317782|0.296742|0.252819|0.232162|0.232162,0.317782,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > Asian Restaurant > Filipino Restaurant, Dining and Drinking > Restaurant > Asian Restaurant]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Dining and Drinking Restaurant Asian Restaurant Filipino Restaurant, Dining and Drinking Restaurant Asian Restaurant",,,56102|11054|56103|5610|561,"Fast-food restaurants operations, including quick service restaurant || Manufacture of bottled drinking water || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities",0.359638|0.240689|0.196863|0.196705|0.196705,0.359638,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Health and Medicine > Urgent Care Center],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Health and Medicine Urgent Care Center,,,R|86|869|8699|86223,Human Health and Social Work Activities || Human Health Activities || Other human health activities || Other human health activities n.e.c. || Private dialysis center activities,0.338947|0.261915|0.242518|0.233965|0.220288,0.338947,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Middle Eastern Restaurant > Shawarma Restaurant],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Middle Eastern Restaurant Shawarma Restaurant,,,56102|56103|5610|561|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.379412|0.203295|0.201904|0.201904|0.190992,0.379412,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Pharmacy, Retail > Drugstore]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Retail Pharmacy, Retail Drugstore",,,47|4721|47761|47219|47217,"Retail Trade || Retail sale of food || Retail sale of pet || Retail sale of food, n.e.c. || Retail sale of salt",0.361259|0.342652|0.316287|0.312077|0.310998,0.361259,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Photography Service > Photography Studio],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Business and Professional Services Photography Service Photography Studio,,,74201|941|74202|829|82990,"Activities of photo studios such as portrait photography and photograph and film processing || Activities of business, employers and professional membership organizations || Events photography and videography, including for weddings, birthdays and conferences || Business support service activities n.e.c. || Other business support service activities n.e.c.",0.328508|0.292204|0.248377|0.237926|0.218491,0.328508,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Kebab Restaurant],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Kebab Restaurant,,,56102|11054|56103|561|5610,"Fast-food restaurants operations, including quick service restaurant || Manufacture of bottled drinking water || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities",0.373586|0.226721|0.204837|0.203768|0.203768,0.373586,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Museum],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Arts and Entertainment Museum,,,91210|9121|91|90|78103,"Museum and collection activities || Museum and collection activities || Library, Archives, Museum and Other Cultural Activities || Arts Creation and Performing Arts Activities || Casting and talent scouting activities for performing arts and modelling",0.342998|0.342998|0.232571|0.228611|0.216618,0.342998,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Sushi Restaurant],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Asian Restaurant Japanese Restaurant Sushi Restaurant,,,56102|56103|561|5610|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.390080|0.211491|0.208072|0.208072|0.196790,0.390080,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Circus],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Arts and Entertainment Circus,,,90|78103|901|903|9039,Arts Creation and Performing Arts Activities || Casting and talent scouting activities for performing arts and modelling || Arts creation activities || Support activities to arts creation and performing arts || Other support activities to arts creation and performing arts,0.261338|0.255427|0.236606|0.233482|0.224778,0.261338,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Comedy Club],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Arts and Entertainment Comedy Club,,,90|78103|901|903|90390,Arts Creation and Performing Arts Activities || Casting and talent scouting activities for performing arts and modelling || Arts creation activities || Support activities to arts creation and performing arts || Other support activities to arts creation and performing arts,0.265718|0.257674|0.240570|0.237444|0.228653,0.265718,retrieval:candidates,REVIEW_CANDIDATES
