source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status
overture,automotive_repair,115,0.004050151440445165,psic,rev5,,,exact,,,category,automotive repair,,,473|4730|47300|13997|3312,Retail sale of automotive fuel || Retail sale of automotive fuel || Retail sale of automotive fuel || Manufacture of automotive trimmings and custom upholstery || Repair and maintenance of machinery,0.503581|0.503581|0.503581|0.340036|0.205675,0.503581,retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=townhall,111,0.003909276607734029,psic,rev5,,,exact,,,category,townhall amenity,,,842|86123|93297|93296|50123,Provision of services to the community as a whole || Private maternity hospital activities || Operation of bowling halls || Operation of billiard halls || Towing and pushing services operation,0.070634|0.067823|0.046503|0.044280|0.043465,0.070634,retrieval:candidates,REVIEW_CANDIDATES
overture,printing_service,110,0.0038740578995562444,psic,rev5,,,exact,,,category,printing service,,,1811|18110|181|1812|20225,Printing || Printing || Printing and service activities related to printing || Service activities related to printing || Manufacture of printing ink,0.841455|0.841455|0.638063|0.559820|0.462125,0.841455,retrieval:candidates,REVIEW_CANDIDATES
overture,social_or_community_service,106,0.003733183066845108,psic,rev5,,,exact,,,category,social or community service,,,842|841|8430|843|84300,"Provision of services to the community as a whole || Administration of the State and the economic, social and environmental policies of the community || Compulsory social security activities || Compulsory social security activities || Compulsory social security activities",0.331316|0.280670|0.217086|0.217086|0.217086,0.331316,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Fast Food Restaurant],104,0.00366274565048954,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Fast Food Restaurant,SUBTREE,56102,56102|561|5610|56109|11054,"Fast-food restaurants operations, including quick service restaurant || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Manufacture of bottled drinking water",0.527002|0.259745|0.259745|0.247888|0.195474,0.527002,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,[Travel and Transportation > Fuel Station],103,0.003627526942311756,psic,rev5,,,exact,,,category,Travel and Transportation Fuel Station,,,522|H|79110|7911|5229,Support activities for transportation || Transportation and Storage || Travel agency activities || Travel agency activities || Other support activities for transportation,0.312319|0.312100|0.292442|0.292442|0.290019,0.312319,retrieval:candidates,REVIEW_CANDIDATES
osm,shop=bakery,101,0.0035570895259561877,psic,rev5,,,exact,,,category,bakery shop,,,1071|10719|47214|46312|4642,"Manufacture of bakery products || Manufacture of bakery products, n.e.c. || Retail sale of bakery products || Wholesale of sugar, confectionery and bakery products || Wholesale of household, office and shop furniture, carpets and lighting equipment",0.439305|0.413689|0.397507|0.266102|0.201870,0.439305,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Miscellaneous Store],99,0.00348665210960062,psic,rev5,,,exact,,,category,Retail Miscellaneous Store,,,13999|3299|20299|32999|25999,"Manufacture of miscellaneous textiles, n.e.c. || Manufacture of other miscellaneous articles, n.e.c. || Manufacture of miscellaneous chemical products, n.e.c. || Manufacture of all other miscellaneous articles, n.e.c. || Manufacture of miscellaneous fabricated metal products, n.e.c.",0.512076|0.503141|0.466424|0.452850|0.426930,0.512076,retrieval:candidates,REVIEW_CANDIDATES
overture,travel_service,99,0.00348665210960062,psic,rev5,,,exact,,,category,travel service,,,7911|79110|799|7990|79909,"Travel agency activities || Travel agency activities || Other travel related activities || Other travel related activities || Other travel related activities, n.e.c.",0.476170|0.476170|0.454521|0.454521|0.431849,0.476170,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation],98,0.003451433401422836,psic,rev5,,,exact,,,category,Travel and Transportation,,,79110|7911|522|H|799,Travel agency activities || Travel agency activities || Support activities for transportation || Transportation and Storage || Other travel related activities,0.404640|0.404640|0.396813|0.390397|0.385742,0.404640,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Pizzeria],97,0.003416214693245052,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Pizzeria,,,11054|56102|23102|561|5610,"Manufacture of bottled drinking water || Fast-food restaurants operations, including quick service restaurant || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Restaurants and mobile food service activities || Restaurants and mobile food service activities",0.309091|0.300261|0.175211|0.164099|0.164099,0.309091,retrieval:candidates,REVIEW_CANDIDATES
overture,health_care,97,0.003416214693245052,psic,rev5,,,exact,,,category,health care,,,86|869|8699|86999|65401,"Human Health Activities || Other human health activities || Other human health activities n.e.c. || All other human health activities, n.e.c. || Pre-need plan for health",0.393222|0.364248|0.349505|0.313124|0.298729,0.393222,retrieval:candidates,REVIEW_CANDIDATES
overture,filipino_restaurant,95,0.003345777276889484,psic,rev5,,,exact,,,category,filipino restaurant,,,56102|56103|561|5610|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.400117|0.211106|0.201544|0.201544|0.190380,0.400117,retrieval:candidates,REVIEW_CANDIDATES
overture,gym,93,0.0032753398605339158,psic,rev5,,,exact,,,category,gym,,,32303|86225,"Manufacture of gymnasium, fitness center or athletic equipment || Private obstetrics and gynecology clinic activities",0.082874|0.027269,0.082874,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Computers and Electronics Retail > Electronics Store],92,0.0032401211523561315,psic,rev5,,,exact,,,category,Retail Computers and Electronics Retail Electronics Store,,,2640|26400|264|47401|9521,Manufacture of consumer electronics || Manufacture of consumer electronics || Manufacture of consumer electronics || Retail sale of computers || Repair and maintenance of consumer electronics,0.430100|0.430100|0.430100|0.392237|0.361066,0.430100,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Hardware Store],92,0.0032401211523561315,psic,rev5,,,exact,,,category,Retail Hardware Store,,,47521|4752|47529|46735|2593,"Retail sale of hardware and electrical materials and supplies || Retail sale of hardware, building materials, paints and glass || Retail sale of hardware, building materials, paints and glass, n.e.c. || Wholesale of hardware and electrical materials and supplies || Manufacture of cutlery, hand tools and general hardware",0.404629|0.359336|0.350849|0.307900|0.290876,0.404629,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > College and University > College Academic Building],91,0.0032049024441783477,psic,rev5,,,exact,,,category,Community and Government Education College and University College Academic Building,,,Q|85|85593|64121|84113,"Education || Education || Academic tutorial service activities || Universal banking, including specialized government banking || Public administration, local government",0.289438|0.289438|0.259921|0.220175|0.216492,0.289438,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Snack Place],91,0.0032049024441783477,psic,rev5,,,exact,,,category,Dining and Drinking Snack Place,,,11054|23102|11051|6412|B,"Manufacture of bottled drinking water || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Manufacture of sports and energy drink || Other banking || Mining and Quarrying",0.405066|0.226313|0.098740|0.083495|0.073184,0.405066,retrieval:candidates,REVIEW_CANDIDATES
osm,tourism=hotel,90,0.0031696837360005634,psic,rev5,,,exact,,,category,hotel tourism,,,55201|55101|79901|55103|96906,"Operation of tourist inns || Operation of hotels || Activities of independent tourist guides || Operation of resort hotels || Social escort service activities, excluding tourist guides",0.173105|0.159386|0.127844|0.121911|0.113799,0.173105,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > College and University > College Administrative Building],87,0.0030640276114672115,psic,rev5,,,exact,,,category,Community and Government Education College and University College Administrative Building,,,84113|85|Q|84112|O,"Public administration, local government || Education || Education || Public administration, regional government || Administrative and Support Service Activities",0.297431|0.296804|0.296804|0.291836|0.269183,0.297431,retrieval:candidates,REVIEW_CANDIDATES
overture,seafood_restaurant,85,0.0029935901951116434,psic,rev5,,,exact,,,category,seafood restaurant,,,47215|46208|56102|5610|561,"Retail sale of fish, other seafood and seafood products || Wholesale of fish and other seafood || Fast-food restaurants operations, including quick service restaurant || Restaurants and mobile food service activities || Restaurants and mobile food service activities",0.422675|0.369569|0.343325|0.207514|0.207514,0.422675,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Burger Joint],83,0.0029231527787560753,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Burger Joint,,,11054|56102|23102|561|5610,"Manufacture of bottled drinking water || Fast-food restaurants operations, including quick service restaurant || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Restaurants and mobile food service activities || Restaurants and mobile food service activities",0.295852|0.283192|0.167386|0.148393|0.148393,0.295852,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > College and University > Student Center],79,0.002782277946044939,psic,rev5,,,exact,,,category,Community and Government Education College and University Student Center,,,Q|85|84113|64121|84112,"Education || Education || Public administration, local government || Universal banking, including specialized government banking || Public administration, regional government",0.320144|0.320144|0.241343|0.241180|0.238121,0.320144,retrieval:candidates,REVIEW_CANDIDATES
overture,roman_catholic_place_of_worship,79,0.002782277946044939,psic,rev5,,,exact,,,category,roman catholic place of worship,,,94|949|94990|9499|47221,Activities of Membership Organizations || Activities of other membership organizations || Activities of other membership organizations n.e.c. || Activities of other membership organizations n.e.c. || Retail sale of alcoholic beverages,0.131181|0.127222|0.124580|0.124580|0.124272,0.131181,retrieval:candidates,REVIEW_CANDIDATES
overture,building_or_construction_service,78,0.002747059237867155,psic,rev5,,,exact,,,category,building or construction service,SUBTREE,F,F|41001|43400|434|4340,Construction || Construction of residential buildings || Intermediation service activities for specialized construction services || Intermediation service activities for specialized construction services || Intermediation service activities for specialized construction services,0.562224|0.353374|0.325996|0.325996|0.325996,0.562224,retrieval:strong_separated_hit,REVIEW_REQUIRED
